店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足,NO,区
F0707,韓丼浜松住吉店,カンドンハママツスミヨシテン,,静岡県浜松市中区住吉　2-8-20,4300906,221309,静岡県,,浜松市,中区,住吉　2-8-20,,34.730346,137.727376,7629,その他の専門料理店,,,,,(053)543-7600,,,http://kandon.jp/,,,,,,,,,2021-03-09,,,667,中区
F0761,いずみ庵　富塚店,イズミアントミツカテン,,静岡県浜松市中区富塚町590-14,4328002,221309,静岡県,,浜松市,中区,富塚町590-14,,34.723806,137.705195,7631,そば・うどん店,,,,,(053)471-9400,,,,,,,,,,,,2021-03-10,,,668,中区
F0763,炭焼鰻はじめ,スミヤキウナギハジメ,,静岡県浜松市西区雄踏町宇布見9690,4310102,221309,静岡県,,浜松市,西区,雄踏町宇布見9690,,34.700518,137.633215,7629,その他の専門料理店,,,,,(053)570-8075,,,,,,,,,,,,2021-03-10,,,669,西区
F0795,あまた屋,アマタヤ,,静岡県浜松市南区富屋町182,4300824,221309,静岡県,,浜松市,南区,富屋町182,,34.678072,137.777249,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)426-6507,,,,,,,,,,,,2021-03-10,,,670,南区
F0797,しまうま珈琲幸店,シマウマコーヒーサイワイテン,,静岡県浜松市中区幸1-4-12,4338123,221309,静岡県,,浜松市,中区,幸1-4-12,,34.739256,137.723861,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)471-4696,,,http://shimaumacoffee.com/,,,,,,,,,2021-03-10,,,671,中区
F0803,むつみ屋　有玉店,ムツミヤアリタマテン,,静岡県浜松市東区有玉南町549-4,4313122,221309,静岡県,,浜松市,東区,有玉南町549-4,,34.756646,137.752060,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)435-7623,,,https://mutsumi-ya.net/,,,,,,,,,2021-03-10,,,672,東区
F0807,"kiki CAFE&BAR",キキカフェアンドバー,,静岡県浜松市中区早馬町3-1天池館1F,4300916,221309,静岡県,,浜松市,中区,早馬町3-1,天池館1F,34.709737,137.733668,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)548-6148,,,www.kiki-cafe.com/,,,,,,,,,2021-03-10,,,673,中区
F0814,マリーザ浜名湖,マリーザハマナコ,,静岡県浜松市北区細江町中川5386,4311304,221309,静岡県,,浜松市,北区,細江町中川5386,,34.803873,137.660301,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)523-2123,,,,,,,,,,,,2021-03-10,,,674,北区
F0816,炭焼　のっぽ,スミヤキノッポ,,静岡県浜松市西区入野町6229-1,4328061,221309,静岡県,,浜松市,西区,入野町6229-1,,34.700171,137.690739,7621,日本料理店,,,,,(053)447-3412,,,http://www.noppo.net,,,,,,,,,2021-03-10,,,675,西区
F0824,一杯一笑　梵　浜北店,イッパイイッショウボンハマキタテン,,静岡県浜松市浜北区西美薗28-6,4340033,221309,静岡県,,浜松市,浜北区,西美薗28-6,,34.793022,137.789459,7651,酒場，ビヤホール,,,,,(053)589-3387,,,,,,,,,,,,2021-03-10,,,676,浜北区
F0827,旬鮮庵ひなた,シュンセンアンヒナタ,,"静岡県浜松市西区雄踏1-12-21エクシードⅧ 1-B",4310103,221309,静岡県,,浜松市,西区,雄踏1-12-21,"エクシードⅧ 1-B",34.695957,137.645556,7651,酒場，ビヤホール,,,,,(053)592-0400,,,https://hinata.be,,,,,,,,,2021-03-10,,,677,西区
F0832,"Garden Cafe HACKBERRY",ガーデンカフェハックベリー,,静岡県浜松市北区都田町8497-2,4312102,221309,静岡県,,浜松市,北区,都田町8497-2,,34.814992,137.733144,7671,喫茶店,,,,,(053)428-7003,,,,,,,,,,,,2021-03-10,,,678,北区
F0837,地鶏酒房赤どり,ヂドリシュボウアカドリ,,静岡県浜松市南区飯田町959,4350028,221309,静岡県,,浜松市,南区,飯田町959,,34.706538,137.772120,7651,酒場，ビヤホール,,,,,(053)469-0100,,,,,,,,,,,,2021-03-10,,,679,南区
F0838,カレー処ヤサカ,カレードコロヤサカ,,静岡県浜松市中区領家1-7-30,4300852,221309,静岡県,,浜松市,中区,領家1-7-30,,34.699257,137.752460,7629,その他の専門料理店,,,,,(053)463-0223,,,https://www.yasaca.jp/,,,,,,,,,2021-03-10,,,680,中区
F0844,浜名湖うなぎ　だいだら,ハマナコウナギダイダラ,,静岡県浜松市中区鴨江3-68-8アサヒ開発ビル1-A,4328023,221309,静岡県,,浜松市,中区,鴨江3-68-8,アサヒ開発ビル1-A,34.705818,137.707099,7629,その他の専門料理店,,,,,(053)525-8511,,,,,,,,,,,,2021-03-10,,,681,中区
F0850,ラーメン入来,ラーメンイリキ,,静岡県浜松市東区市野町655,4350051,221309,静岡県,,浜松市,東区,市野町655,,34.750894,137.771032,7624,ラーメン店,,,,,(053)434-3681,,,,,,,,,,,,2021-03-10,,,682,東区
F0852,はまなす,ハマナス,,静岡県浜松市中区千歳町136牧田ビル1F,4300934,221309,静岡県,,浜松市,中区,千歳町136,牧田ビル1F,34.703101,137.730910,7651,酒場，ビヤホール,,,,,(053)454-8968,,,https://www.hotpepper.jp/strJ000724278/,,,,,,,,,2021-03-10,,,683,中区
F0855,ピッツァなお,ピッツァナオ,,静岡県浜松市中区和地山1-7-18チサンマンション和地山1階,4328003,221309,静岡県,,浜松市,中区,和地山1-7-18,チサンマンション和地山1階,34.727092,137.720174,7629,その他の専門料理店,,,,,(053)523-6335,,,https://pizza-nao.jp,,,,,,,,,2021-03-10,,,684,中区
F0859,柚露,ユウロ,,静岡県浜松市中区板屋町101-2えのもとビル1階,4300928,221309,静岡県,,浜松市,中区,板屋町101-2,えのもとビル1階,34.707990,137.733312,7621,日本料理店,,,,,(053)456-1003,,,evergreen-yuro.com,,,,,,,,,2021-03-10,,,685,中区
F0861,プロプル,プロプル,,静岡県浜松市中区鍛冶町320-3アンセットビル2F,4300933,221309,静岡県,,浜松市,中区,鍛冶町320-3,アンセットビル2F,34.706247,137.730454,7629,その他の専門料理店,,,,,(053)523-6161,,,,,,,,,,,,2021-03-10,,,686,中区
F0784,スパニッシュイタリアン酒場SOL,スパニッシュイタリアンサカバソル,,静岡県浜松市中区田町323-1大石ビル1F,4300944,221309,静岡県,,浜松市,中区,田町323-1,大石ビル1F,34.707480,137.730011,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-2622,,,,,,,,,,,,2021-03-12,,,687,中区
F0809,楠倶楽部（レストラン）,クスノキクラブ,,静岡県浜松市中区八幡町2,4300918,221309,静岡県,,浜松市,中区,八幡町2,,34.715966,137.736836,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)411-8111,,,https://www.kusunoki-club.jp/,,,,,,,,,2021-03-12,,,688,中区
F0813,ローランシャンツゥ,ローランシャンツゥ,,静岡県浜松市中区中央1-3-6,4300929,221309,静岡県,,浜松市,中区,中央1-3-6,,34.712121,137.735889,7623,中華料理店,,,,,(053)413-3003,,,https://www.lorlan.com/,,,,,,,,,2021-03-12,,,689,中区
F0834,"Maple cafe",メープルカフェ,,静岡県浜松市中区広沢2-27-29遠鉄不動産広沢プラザ,4328013,221309,静岡県,,浜松市,中区,広沢2-27-29,遠鉄不動産広沢プラザ,34.715204,137.710804,7671,喫茶店,,,,,(053)424-5505,,,,,,,,,,,,2021-03-12,,,690,中区
F0847,醍醐,ダイゴ,,静岡県浜松市中区千歳町28,4300934,221309,静岡県,,浜松市,中区,千歳町28,,34.704138,137.729434,7621,日本料理店,,,,,(053)453-3305,,,,,,,,,,,,2021-03-12,,,691,中区
F0857,魚河岸料理　うおい,ウオガシリョウリ　ウオイ,,静岡県浜松市南区新橋町117-1,4328058,221309,静岡県,,浜松市,南区,新橋町117-1,,34.683492,137.711859,7621,日本料理店,,,,,(053)441-5477,,,,,,,,,,,,2021-03-12,,,692,南区
F0858,つっち,ツッチ,,静岡県浜松市南区立野町504-3,4300827,221309,静岡県,,浜松市,南区,立野町504-3,,34.682696,137.773443,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)426-4461,,,http://tucchiyaki.web.fc2.com/,,,,,,,,,2021-03-12,,,693,南区
F0860,インド・スリランカレストラン　シーツー,インドスリランカレストランシーツー,,静岡県浜松市東区半田山4-23-3,4313125,221309,静岡県,,浜松市,東区,半田山4-23-3,,34.773353,137.743659,7629,その他の専門料理店,,,,,(053)435-1016,,,http://c-2.jp/wp/wp/,,,,,,,,,2021-03-12,,,694,東区
F0865,かぐら寿司,カグラズシ,,静岡県浜松市浜北区中瀬696-1,4340012,221309,静岡県,,浜松市,浜北区,中瀬696-1,,34.809468,137.806048,7641,すし店,,,,,(053)585-1062,,,,,,,,,,,,2021-03-12,,,695,浜北区
F0867,ピース,ピース,,静岡県浜松市中区北寺島町210-1スナックピース2階,4300923,221309,静岡県,,浜松市,中区,北寺島町210-1,スナックピース2階,34.703223,137.741128,7651,酒場，ビヤホール,,,,,(053)455-6667,,,,,,,,,,,,2021-03-12,,,696,中区
F0888,カフェやまと浜松店,カフェヤマトハママツテン,,静岡県浜松市中区砂山町324-15エンホテル浜松1階,4300926,221309,静岡県,,浜松市,中区,砂山町324-15,エンホテル浜松1階,34.702371,137.733849,7611,食堂，レストラン（専門料理店を除く）,,,,,(080)6518-4377,,,,,,,,,,,,2021-03-12,,,697,中区
F0788,天竜そばニュー藤屋渡瀬店,テンリュウソバニューフジヤワタセテン,,静岡県浜松市南区渡瀬町2,4350036,221309,静岡県,,浜松市,南区,渡瀬町2,,34.705499,137.764331,7631,そば・うどん店,,,,,(053)461-3566,,,http://www.tenryusoba.com/,,,,,,,,,2021-03-16,,,698,南区
F0843,ゆず庵浜松入野店,ユズアンハママツイリノテン,,静岡県浜松市西区入野町9660-1,4328061,221309,静岡県,,浜松市,西区,入野町9660-1,,34.697356,137.681985,7621,日本料理店,,,,,(053)488-4634,,,https://www.shabu-yuzuan.jp/,,,,,,,,,2021-03-16,,,699,西区
F0856,カルビ一丁浜北店,カルビイッチョウハマキタテン,,静岡県浜松市浜北区内野2696-1,4340044,221309,静岡県,,浜松市,浜北区,内野2696-1,,34.783278,137.761867,7625,焼き肉店,,,,,(053)585-3100,,,https://www.kora.co.jp/,,,,,,,,,2021-03-16,,,700,浜北区
F0863,焼肉　翠泉,ヤキニクスイセン,,静岡県浜松市中区海老塚1-9ハイレジデンス浜松104,4328033,221309,静岡県,,浜松市,中区,海老塚1-9,ハイレジデンス浜松104,34.699549,137.729165,7625,焼き肉店,,,,,(053)528-7578,,,http://yakiniku-suisen.com/,,,,,,,,,2021-03-16,,,701,中区
F0868,喜久屋,キクヤ,,静岡県浜松市中区葵東1-11-12,4338114,221309,静岡県,,浜松市,中区,葵東1-11-12,,34.754291,137.722430,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)436-0048,,,,,,,,,,,,2021-03-16,,,702,中区
F0872,居酒屋大輔,イザカヤダイスケ,,静岡県浜松市南区本郷町1309-12,4300812,221309,静岡県,,浜松市,南区,本郷町1309-12,,34.700063,137.764144,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)465-0736,,,,,,,,,,,,2021-03-16,,,703,南区
F0873,うなぎ藤田浜松店,ウナギフジタハママツテン,,静岡県浜松市中区小豆餅3-21-12,4338113,221309,静岡県,,浜松市,中区,小豆餅3-21-12,,34.754928,137.729169,7621,日本料理店,,,,,(053)438-1515,,,http://www.unagifujita.com/,,,,,,,,,2021-03-16,,,704,中区
F0877,Mercury,マーキュリー,,静岡県浜松市中区千歳町87はなぶさビル3F,4300934,221309,静岡県,,浜松市,中区,千歳町87,はなぶさビル3F,34.702882,137.730577,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)455-7757,,,,,,,,,,,,2021-03-16,,,705,中区
F0879,東留,トウリュウ,,静岡県浜松市東区原島町137-1,4350047,221309,静岡県,,浜松市,東区,原島町137-1,,34.729307,137.771810,7623,中華料理店,,,,,(053)464-0259,,,,,,,,,,,,2021-03-16,,,706,東区
F0882,メソンアルマジロ,メソンアルマジロ,,静岡県浜松市西区大山町3851-3,4311102,221309,静岡県,,浜松市,西区,大山町3851-3,,34.783841,137.689357,7629,その他の専門料理店,,,,,(053)420-1707,,,,,,,,,,,,2021-03-16,,,707,西区
F0885,モスバーガー浜松ザザシティ店,モスバーガーハママツザザシティテン,,静岡県浜松市中区鍛冶町100-1ザザシティ浜松中央館1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町100-1,ザザシティ浜松中央館1F,34.705220,137.730296,7691,ハンバーガー店,,,,,(053)413-5231,,,,,,,,,,,,2021-03-16,,,708,中区
F0875,北海の味たいよう,ホッカイノアジタイヨウ,,静岡県浜松市中区小豆餅1-9-2,4338113,221309,静岡県,,浜松市,中区,小豆餅1-9-2,,34.752461,137.725221,7651,酒場，ビヤホール,,,,,(053)472-5451,,,,,,,,,,,,2021-03-18,,,709,中区
F0876,鮨料理　かみ家,スシリョウリカミヤ,,静岡県浜松市中区中島1-10-11,4300856,221309,静岡県,,浜松市,中区,中島1-10-11,,34.705564,137.746011,7641,すし店,,,,,(053)465-1343,,,,,,,,,,,,2021-03-18,,,710,中区
F0883,オークラアクトシティホテル浜松　レストランフィガロ,オークラアクトシティホテルハママツレストランフィガロ,,静岡県浜松市中区板屋町111-2,4307733,221309,静岡県,,浜松市,中区,板屋町111-2,,34.705231,137.735788,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)458-1233,,,https://www.act-okura.co.jp/restaurant/figaro/,,,,,,,,,2021-03-18,,,711,中区
F0887,ゆず庵浜松上島店,ユズアンハママツカミジマミセ,,静岡県浜松市中区上島6-3-32,4338122,221309,静岡県,,浜松市,中区,上島6-3-32,,34.742610,137.738931,7621,日本料理店,,,,,(053)482-9400,,,https://www.shabu-yuzuan.jp/shop/69,,,,,,,,,2021-03-18,,,712,中区
F0890,創屋バルOHAKO,ソウヤバルオハコ,,静岡県浜松市中区幸1-3-17,4338123,221309,静岡県,,浜松市,中区,幸1-3-17,,34.738291,137.723857,7651,酒場，ビヤホール,,,,,(053)525-9466,,,,,,,,,,,,2021-03-18,,,713,中区
F0891,ペンション&カフェ　トヤママリン（カフェ）,ペンションアンドカフェトヤママリン,,静岡県浜松市北区三ヶ日町下尾奈2241-1,4311424,221309,静岡県,,浜松市,北区,三ヶ日町下尾奈2241-1,,34.776255,137.543425,7671,喫茶店,,,,,(053)525-1002,,,http://hamanako-toyama.com/,,,,,,,,,2021-03-18,,,714,北区
F0893,うなぎ居酒屋風来,ウナギイザカヤフウライ,,静岡県浜松市中区高丘東5-31-13一階,4338118,221309,静岡県,,浜松市,中区,高丘東5-31-13,一階,34.764468,137.712653,7651,酒場，ビヤホール,,,,,(090)1759-5737,,,,,,,,,,,,2021-03-18,,,715,中区
F0899,もへじ珈琲店,モヘジコーヒーテン,,静岡県浜松市南区三島町1447フェリス三島一階,4300853,221309,静岡県,,浜松市,南区,三島町1447,フェリス三島一階,34.689456,137.751067,7671,喫茶店,,,,,(090)3483-6328,,,https://www.mohejicoffee.net/,,,,,,,,,2021-03-19,,,716,南区
F0853,"La Pullman Caffe",ラプルマンカフェ,,静岡県浜松市中区板屋町101-4地研ビル板屋町1F南,4300928,221309,静岡県,,浜松市,中区,板屋町101-4,地研ビル板屋町1F南,34.707958,137.733455,7671,喫茶店,,,,,(053)456-5068,,,https://lapullmancaffe.hamazo.tv/,,,,,,,,,2021-03-22,,,717,中区
F0881,希喜,キヨシ,,静岡県浜松市中区元城町223-1,4300946,221309,静岡県,,浜松市,中区,元城町223-1,,34.708579,137.728682,7651,酒場，ビヤホール,,,,,(053)456-0161,,,https://akr8916424691.owst.jp/,,,,,,,,,2021-03-22,,,718,中区
F0889,スナック　チャム・チャム,スナック　チャム・チャム,,静岡県浜松市東区上新屋町226-1,4350053,221309,静岡県,,浜松市,東区,上新屋町226-1,,34.728151,137.753912,7611,食堂，レストラン（専門料理店を除く）,,,,,,,,,,,,,,,,,2021-03-22,,,719,東区
F0898,海鮮Kitchenごっちん,カイセンキッチンゴッチン,,静岡県浜松市東区天王町1237-1,4350052,221309,静岡県,,浜松市,東区,天王町1237-1,,34.736992,137.771912,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)589-3981,,,http://www.gocchin.jp/,,,,,,,,,2021-03-22,,,720,東区
F0902,ホルモン屋とんとん,ホルモンヤトントン,,静岡県浜松市中区元目町128-1,4300948,221309,静岡県,,浜松市,中区,元目町128-1,,34.713212,137.730545,7625,焼き肉店,,,,,(053)455-1154,,,,,,,,,,,,2021-03-22,,,721,中区
F0905,焼き鳥dining　lab,ヤキトリダイニングラボ,,静岡県浜松市中区田町315-312階,4300944,221309,静岡県,,浜松市,中区,田町315-31,2階,34.707790,137.729583,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-9480,,,,,,,,,,,,2021-03-22,,,722,中区
F0900,すし秀,スシヒデ,,静岡県浜松市東区笠井町97-2,4313107,221309,静岡県,,浜松市,東区,笠井町97-2,,34.767482,137.799336,7641,すし店,,,,,(053)433-6666,,,,,,,,,,,,2021-03-24,,,723,東区
F0906,居酒屋　安愚楽,イザカヤアングラ,,静岡県浜松市北区三ヶ日町三ヶ日729-1,4311414,221309,静岡県,,浜松市,北区,三ヶ日町三ヶ日729-1,,34.806105,137.552174,7651,酒場，ビヤホール,,,,,(053)524-1234,,,https://www.izakaya-angura.com/,,,,,,,,,2021-03-24,,,724,北区
F0915,スナック　ジュン,スナックジュン,,静岡県浜松市北区初生町334-7,4338112,221309,静岡県,,浜松市,北区,初生町334-7,,34.760272,137.725127,7661,バー，キャバレー，ナイトクラブ,,,,,(053)488-6777,,,,,,,,,,,,2021-03-24,,,725,北区
F0880,S,エス,,静岡県浜松市中区田町323-6Y2ビル4FB,4300944,221309,静岡県,,浜松市,中区,田町323-6,Y2ビル4FB,34.707347,137.730267,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)488-8722,,,,,,,,,,,,2021-03-26,,,726,中区
F0908,うな炭亭,ウナスミテイ,,静岡県浜松市中区砂山町354-1,4300926,221309,静岡県,,浜松市,中区,砂山町354-1,,34.702003,137.735625,7621,日本料理店,,,,,(053)451-3131,,,,,,,,,,,,2021-03-26,,,727,中区
F0910,アクト社員食堂三丁目,アクトシャインショクドウサンチョウメ,,静岡県浜松市中区板屋町111-2　アクトタワー2階,4307066,221309,静岡県,,浜松市,中区,板屋町111-2,アクトタワー2階,34.705231,137.735788,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)453-1833,,,,,,,,,,,,2021-03-26,,,728,中区
F0911,アクトバーベキューハウス,アクトバーベキューハウス,,静岡県浜松市中区板屋町111-2浜松アクトタワーB1,4307790,221309,静岡県,,浜松市,中区,板屋町111-2,浜松アクトタワーB1,34.705231,137.735788,7625,焼き肉店,,,,,(053)452-8060,,,,,,,,,,,,2021-03-26,,,729,中区
F0912,クマール,クマール,,静岡県浜松市中区板屋町111-2浜松アクトタワーB1,4307790,221309,静岡県,,浜松市,中区,板屋町111-2,浜松アクトタワーB1,34.705231,137.735788,7629,その他の専門料理店,,,,,(053)451-0154,,,,,,,,,,,,2021-03-26,,,730,中区
F0896,スナック紗夜,スナックサヤ,,静岡県浜松市中区早出町1204-6,4350054,221309,静岡県,,浜松市,中区,早出町1204-6,,34.733751,137.751955,7661,バー，キャバレー，ナイトクラブ,,,,,(053)466-1538,,,,,,,,,,,,2021-03-30,,,731,中区
F0907,"Bar BLEND",バーブレンド,,静岡県浜松市中区肴町318-4小林ビル2階,4300932,221309,静岡県,,浜松市,中区,肴町318-4,小林ビル2階,34.706448,137.729446,7661,バー，キャバレー，ナイトクラブ,,,,,(053)454-6054,,,http://x37.peps.jp/blend1201,,,,,,,,,2021-03-30,,,732,中区
F0914,うな紀,ウナキ,,静岡県浜松市東区有玉北町1138-2,4313121,221309,静岡県,,浜松市,東区,有玉北町1138-2,,34.763566,137.754442,7629,その他の専門料理店,,,,,(053)434-3000,,,,,,,,,,,,2021-03-30,,,733,東区
F0917,"BEE'S BAR",ビーズバー,,"静岡県浜松市中区肴町313-18アルファビル 3階",4300932,221309,静岡県,,浜松市,中区,肴町313-18,"アルファビル 3階",34.706244,137.728859,7661,バー，キャバレー，ナイトクラブ,,,,,(053)456-7350,,,,,,,,,,,,2021-03-30,,,734,中区
F0916,大衆割烹魚だい商店,タイシュウカッポウウオダイショウテン,,"静岡県浜松市中区砂山町333-10 ネットプラスビル1階南",4300926,221309,静岡県,,浜松市,中区,砂山町333-10,ネットプラスビル1階南,34.704240,137.738681,7621,日本料理店,,,,,(053)424-5888,,,,,,,,,,,,2021-04-02,,,735,中区
F0903,mag食堂,マグショクドウ,,静岡県浜松市中区布橋1-17-40城北パーソナルハイツw106,4328012,221309,静岡県,,浜松市,中区,布橋1-17-40,城北パーソナルハイツw106,34.719540,137.722125,7611,食堂，レストラン（専門料理店を除く）,,,,,(070)2833-7872,,,https://magmagshokudo.com/,,,,,,,,,2021-04-05,,,736,中区
F0920,スナック粋恋,スナックスイレン,,静岡県浜松市中区田町323-8小杉ビル2F,4300944,221309,静岡県,,浜松市,中区,田町323-8,小杉ビル2F,34.707212,137.730386,7661,バー，キャバレー，ナイトクラブ,,,,,(053)451-5700,,,,,,,,,,,,2021-04-06,,,737,中区
F0894,"Bar Classic",バークラシック,,静岡県浜松市中区田町331-13Hビル2階,4300944,221309,静岡県,,浜松市,中区,田町331-13,Hビル2階,34.706245,137.731976,7661,バー，キャバレー，ナイトクラブ,,,,,(053)454-1771,,,,,,,,,,,,2021-04-07,,,738,中区
F0918,ジョセフィーヌ,ジョセフィーヌ,,静岡県浜松市中区田町315-28,4300944,221309,静岡県,,浜松市,中区,田町315-28,,34.707954,137.729641,7651,酒場，ビヤホール,,,,,(053)454-3733,,,,,,,,,,,,2021-04-07,,,739,中区
F0919,船明荘,フナギラソウ,,静岡県浜松市天竜区船明175-1,4323306,221309,静岡県,,浜松市,天竜区,船明175-1,,34.893203,137.814863,7629,その他の専門料理店,,,,,(053)9252039,,,,,,,,,,,,2021-04-08,,,740,天竜区
F0922,珈楽庵浜松,カラクアンハママツ,,静岡県浜松市東区有玉北町1229,4313121,221309,静岡県,,浜松市,東区,有玉北町1229,,34.765023,137.759349,7671,喫茶店,,,,,(053)543-9070,,,,,,,,,,,,2021-04-08,,,741,東区
F0923,クロッシュ,クロッシュ,,静岡県浜松市北区初生町1111-18,4338112,221309,静岡県,,浜松市,北区,初生町1111-18,,34.773908,137.734699,7629,その他の専門料理店,,,,,(053)523-7035,,,https://www.at-ml.jp/64839/,,,,,,,,,2021-04-09,,,742,北区
F0926,天までとどけ,テンマデトドケ,,静岡県浜松市東区薬師町309-18,4350017,221309,静岡県,,浜松市,東区,薬師町309-18,,34.723092,137.782951,7624,ラーメン店,,,,,(053)443-7179,,,,,,,,,,,,2021-04-12,,,743,東区
F0925,うなぎ割烹康川,ウナギカッポウヤスカワ,,静岡県浜松市西区雄踏町宇布見4863-190,4310102,221309,静岡県,,浜松市,西区,雄踏町宇布見4863-190,,34.695063,137.632605,7621,日本料理店,,,,,(053)596-1888,,,http://www.hamanako-unagi.net/yasukawa.index.htm,,,,,,,,,2021-04-13,,,744,西区
F0935,うなぎ徳　浜松本店,ウナギトクハママツホンテン,,静岡県浜松市南区頭陀寺町329-9,4300817,221309,静岡県,,浜松市,南区,頭陀寺町329-9,,34.698577,137.758500,7629,その他の専門料理店,,,,,(053)465-5335,,,https://www.unagiya.co.jp/hamamatsu.html,,,,,,,,,2021-04-14,,,745,南区
F0940,カフェレストランざぼん,カフェレストランザボン,,静岡県浜松市中区森田町200-8,4328048,221309,静岡県,,浜松市,中区,森田町200-8,,34.693001,137.718180,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)441-9820,,,https://zabon4419820.com,,,,,,,,,2021-04-14,,,746,中区
F0874,うなぎ藤田浜松駅前店,ウナギフジタハママツエキマエテン,,静岡県浜松市中区砂山町322-7ホテルソリッソ浜松2F,4300929,221309,静岡県,,浜松市,中区,砂山町322-7,ホテルソリッソ浜松2F,34.702845,137.734194,7621,日本料理店,,,,,(053)452-3232,,,http://www.unagifujita.com/,,,,,,,,,2021-04-15,,,747,中区
F0927,哲祥庵,テッショウアン,,静岡県浜松市中区佐鳴台6-8-8,4328021,221309,静岡県,,浜松市,中区,佐鳴台6-8-8,,34.708514,137.693577,7671,喫茶店,,,,,(053)448-5276,,,,,,,,,,,,2021-04-15,,,748,中区
F0931,満留賀支店,マルカシテン,,静岡県浜松市南区遠州浜1-3-13,4300835,221309,静岡県,,浜松市,南区,遠州浜1-3-13,,34.658193,137.761705,7631,そば・うどん店,,,,,(053)425-1172,,,,,,,,,,,,2021-04-16,,,749,南区
F0937,松鮨,マツズシ,,静岡県浜松市東区丸塚町141-2,4350046,221309,静岡県,,浜松市,東区,丸塚町141-2,,34.727587,137.763134,7641,すし店,,,,,(053)463-3506,,,,,,,,,,,,2021-04-16,,,750,東区
F0938,焼肉wagyu彩苑浜北店,ヤキニクワギュウサイエンハマキタテン,,静岡県浜松市浜北区善地467,4340025,221309,静岡県,,浜松市,浜北区,善地467,,34.790075,137.806261,7625,焼き肉店,,,,,(053)586-2828,,,https://www.wagyu-saien.com/,,,,,,,,,2021-04-16,,,751,浜北区
F0947,千代田吉野寿司浜松店,チヨダヨシノズシハママツテン,,静岡県浜松市南区渡瀬町800-16,4350036,221309,静岡県,,浜松市,南区,渡瀬町800-16,,34.707607,137.759007,7641,すし店,,,,,(053)462-5553,,,,,,,,,,,,2021-04-16,,,752,南区
F0929,"Kippis by SHUHODO　船越店",キッピスバイシュウホウドウフナコシテン,,静岡県浜松市中区船越町19-25,4300913,221309,静岡県,,浜松市,中区,船越町19-25,,34.715321,137.742912,7699,他に分類されない飲食店,,,,,(053)463-5130,,,https://www.shuhodo.com/,,,,,,,,,2021-04-19,,,753,中区
F0932,ミートレストラン　とんきい,ミートレストラントンキイ,,静岡県浜松市北区細江町中川1194-1,4311304,221309,静岡県,,浜松市,北区,細江町中川1194-1,,34.807011,137.687295,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)522-2969,,,https://www.tonkii.com/,,,,,,,,,2021-04-19,,,754,北区
F0933,農家のレストランとんきい,ノウカノレストラントンキイ,,静岡県浜松市北区細江町中川1194-1,4311304,221309,静岡県,,浜松市,北区,細江町中川1194-1,,34.807011,137.687295,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)522-2969,,,https://www.tonkii.com/,,,,,,,,,2021-04-19,,,755,北区
F0939,"Le Rentier",ルランティエ,,静岡県浜松市中区板屋町651吉田ビル2F,4300928,221309,静岡県,,浜松市,中区,板屋町651,吉田ビル2F,34.706548,137.734835,7661,バー，キャバレー，ナイトクラブ,,,,,(053)450-5882,,,https://lerentier.hamamatsu.life/,,,,,,,,,2021-04-19,,,756,中区
F0942,お酒肴菜つちや,オサカナツチヤ,,静岡県浜松市中区元魚町32,4328026,221309,静岡県,,浜松市,中区,元魚町32,,34.703103,137.727850,7621,日本料理店,,,,,(053)458-0887,,,,,,,,,,,,2021-04-19,,,757,中区
