店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足
F0487,居食処美園,イショクドコロミソノ,,静岡県浜松市東区天龍川町162-1,4350013,221309,静岡県,,浜松市,東区,天龍川町162-1,,34.720502,137.778813,7621,日本料理店,,,,,(053)421-3917,,,,,,,,,,,,2020-10-05,,
F0486,酒處ひら山,サケドコロヒラヤマ,,静岡県浜松市中区肴町318-26MUSE肴町1F,4300932,221309,静岡県,,浜松市,中区,肴町318-26,MUSE肴町1F,34.706194,137.729187,7651,酒場，ビヤホール,,,,,(053)454-2567,,,,,,,,,,,,2020-10-07,,
F0485,福三三,フクミミ,,静岡県浜松市中区砂山町360-7,4300926,221309,静岡県,,浜松市,中区,砂山町360-7,,34.701463,137.734354,7651,酒場，ビヤホール,,,,,(053)450-6888,,,,,,,,,,,,2020-10-02,,
F0484,居酒屋ほりかわ,イザカヤホリカワ,,静岡県浜松市中区田町330-1マビーセブンビル2F,4300944,221309,静岡県,,浜松市,中区,田町330-1,マビーセブンビル2F,34.706897,137.731509,7651,酒場，ビヤホール,,,,,(053)453-5870,,,https://r.gnavi.co.jp/gm7chfa90000/,,,,,,,,,2020-10-05,,
F0483,鳥焼もろ川,トリヤキモロカワ,,静岡県浜松市中区尾張町116-26,4300949,221309,静岡県,,浜松市,中区,尾張町116-26,,34.710830,137.728831,7629,その他の専門料理店,,,,,(053)458-8800,,,http://www.morokawa.com/,,,,,,,,,2020-10-07,,
F0479,清水家,シミズヤ,,静岡県浜松市北区細江町気賀238-2,4311305,221309,静岡県,,浜松市,北区,細江町気賀238-2,,34.807805,137.655184,7629,その他の専門料理店,,,,,(053)522-0063,,,https://www.unagi-shimizuya.jp/,,,,,,,,,2020-10-05,,
F0477,焼肉　虎,ヤキニクトラ,,静岡県浜松市中区高丘東1-1-32,4338117,221309,静岡県,,浜松市,中区,高丘東1-1-32,,34.753646,137.712114,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)522-8129,,,https://activitysurvival.wixsite.com/tora,,,,,,,,,2020-10-02,,
F0476,炭火焼肉火の国中田店,スミビヤキニクヒノクニナカタテン,,静岡県浜松市東区中田町85,4350057,221309,静岡県,,浜松市,東区,中田町85,,34.732423,137.755363,7625,焼き肉店,,,,,(053)460-1129,,,,,,,,,,,,2020-10-07,,
F0475,火の蔵　上西店,ヒノクラカミニシテン,,静岡県浜松市東区上西町1154-1,4350048,221309,静岡県,,浜松市,東区,上西町1154-1,,34.723055,137.760216,7625,焼き肉店,,,,,(053)461-4708,,,,,,,,,,,,2020-10-02,,
F0474,大戸屋ごはん処イオンモール浜松志都呂店,オオトヤゴハンドコロイオンモールハママツシトロテン,,静岡県浜松市西区志都呂2-37-1イオンモール浜松志都呂2階,4328069,221309,静岡県,,浜松市,西区,志都呂2-37-1,イオンモール浜松志都呂2階,34.697180,137.649390,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)415-0300,,,,,,,,,,,,2020-10-02,,
F0473,博多屋台や浜松店,ハカタヤタイヤハママツテン,,静岡県浜松市中区船越町50-1,4300913,221309,静岡県,,浜松市,中区,船越町50-1,,34.717905,137.748132,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)461-5777,,,https://hakatayataiyahamamatsu.owst.jp/,,,,,,,,,2020-10-02,,
F0404,サイゼリヤ サンストリート浜北店,サイゼリヤサンストリートハマキタテン,,静岡県浜松市浜北区平口2861サンストリート浜北2F,4340041,221309,静岡県,,浜松市,浜北区,平口2861,サンストリート浜北2F,34.794831,137.760828,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)585-7111,,,https://www.saizeriya.co.jp/,,,,,,,,,2020-10-05,,
F0403,サンストリート浜北フードコートエリア（上海媽媽/マクドナルド/はなまるうどん/クマールさんのカレー/中華そば楽描）,サンストリートハマキタフードコートエリアシャンハイマママクドナルドハナマルウドンクマールサンノカレースガキヤ,,静岡県浜松市浜北区平口2861サンストリート浜北,4340041,221309,静岡県,,浜松市,浜北区,平口2861,サンストリート浜北,34.794831,137.760828,7699,他に分類されない飲食店,,,,,(053)585-7111,,,http://www.sunstreet-hamakita.com/,,,,,,,,,2020-10-05,,
F0524,焼き鳥とワイン　志ノ蔵,ヤキトリトワインシノクラ,,静岡県浜松市中区千歳町76-4,4300934,221309,静岡県,,浜松市,中区,千歳町76-4,,34.703605,137.730639,7629,その他の専門料理店,,,,,(053)454-4096,,,http://www.hot-farm.net/shinokura/,,,,,,,,,2020-10-15,,
F0523,おばんざい季遊,オバンザイキユウ,,静岡県浜松市中区連尺町309-16寺澤ビル1階,4300939,221309,静岡県,,浜松市,中区,連尺町309-16,寺澤ビル1階,34.706544,137.727665,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)458-2788,,,,,,,,,,,,2020-10-15,,
F0522,銀座たこ専　浜松本店,ギンザタコセンハママツホンテン,,静岡県浜松市東区小池町158-1,4350056,221309,静岡県,,浜松市,東区,小池町158-1,,34.754692,137.763387,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)432-1208,,,https://www.bon-chic.jp,,,,,,,,,2020-10-15,,
F0521,イタリア食堂　オルトラーナ,イタリアショクドウオルトラーナ,,静岡県浜松市南区東町95-5,4300822,221309,静岡県,,浜松市,南区,東町95-5,,34.681006,137.783213,7629,その他の専門料理店,,,,,(053)427-3077,,,http://ortolana.net,,,,,,,,,2020-10-13,,
F0520,一蘭浜松店,イチランハママツテン,,静岡県浜松市東区篠ケ瀬町1056-1,4350042,221309,静岡県,,浜松市,東区,篠ケ瀬町1056-1,,34.723847,137.774565,7624,ラーメン店,,,,,(053)461-3773,,,https://ichiran.com/index.php,,,,,,,,,2020-10-15,,
F0518,イタリア風料理　IL CIELO,イタリアフウリョウリイルチェーロ,,静岡県浜松市中区上島2-10-1米澤ビル1F南,4308122,221309,静岡県,,浜松市,中区,上島2-10-1,米澤ビル1F南,34.741967,137.739395,7611,食堂，レストラン（専門料理店を除く）,,,,,(070)2829-4544,,,https://ilcielo-hamamatsu.jimdofree.com/,,,,,,,,,2020-10-13,,
F0517,さかい珈琲　浜松小沢渡店,サカイコーヒーハママツコザワタリテン,,静岡県浜松市南区小沢渡町1395,4328063,221309,静岡県,,浜松市,南区,小沢渡町1395,,34.683845,137.676239,7671,喫茶店,,,,,(053)415-9561,,,,,,,,,,,,2020-10-15,,
F0516,いし川,イシカワ,,静岡県浜松市中区板屋町672FOOD昴ビル2F,4300928,221309,静岡県,,浜松市,中区,板屋町672,FOOD昴ビル2F,34.706980,137.735746,7621,日本料理店,,,,,(053)452-1466,,,,,,,,,,,,2020-10-14,,
F0514,TEMAJI,テマージ,,静岡県浜松市西区志都呂2-1-27,4328069,221309,静岡県,,浜松市,西区,志都呂2-1-27,,34.698677,137.655206,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)488-7761,,,,,,,,,,,,2020-10-12,,
F0513,ブラウニーサンドイッチ,ブラウニーサンドイッチ,,静岡県浜松市東区安新町550-4,4350005,221309,静岡県,,浜松市,東区,安新町550-4,,34.729306,137.791180,7691,ハンバーガー店,,,,,(053)571-8034,,,http://brownie-sandwich.com,,,,,,,,,2020-10-15,,
F0512,炭火焼鳥だいち,スミビヤキトリダイチ,,静岡県浜松市中区元城町218-9エルム元城1F,4300946,221309,静岡県,,浜松市,中区,元城町218-9,エルム元城1F,34.708814,137.728176,7629,その他の専門料理店,,,,,(053)452-7772,,,,,,,,,,,,2020-10-12,,
F0511,喫茶＆スナックあすなろ,キッサアンドスナックアスナロ,,静岡県浜松市東区薬師町361,4350017,221309,静岡県,,浜松市,東区,薬師町361,,34.721601,137.782791,7651,酒場，ビヤホール,,,,,(053)421-7272,,,,,,,,,,,,2020-10-13,,
F0510,野鳩,ノバト,,静岡県浜松市中区海老塚1-15-4,4328033,221309,静岡県,,浜松市,中区,海老塚1-15-4,,34.699113,137.729040,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)482-8889,,,,,,,,,,,,2020-10-09,,
F0508,bistro atable,ビストロアターブル,,静岡県浜松市中区富塚町2299-3,4328002,221309,静岡県,,浜松市,中区,富塚町2299-3,,34.719483,137.700538,7629,その他の専門料理店,,,,,(053)528-7567,,,https://www.bistro-atable.com/,,,,,,,,,2020-10-12,,
F0507,麺処　びぎ屋　浜松店,メンドコロビギヤハママツテン,,静岡県浜松市中区鴨江3-29-20,4328023,221309,静岡県,,浜松市,中区,鴨江3-29-20,,34.708944,137.714187,7624,ラーメン店,,,,,(053)456-6868,,,,,,,,,,,,2020-10-12,,
F0504,新中国料理ムーラン,シンチュウゴクリョウリムーラン,,静岡県浜松市西区雄踏町宇布見4863-178,4310102,221309,静岡県,,浜松市,西区,雄踏町宇布見4863-178,,34.695933,137.636079,7623,中華料理店,,,,,(053)596-3939,,,http://www.wr-salt.com/mulan/,,,,,,,,,2020-10-12,,
F0502,田吾松,タゴマツ,,静岡県浜松市西区西山町2298-3,4328001,221309,静岡県,,浜松市,西区,西山町2298-3,,34.741404,137.678369,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)485-5918,,,,,,,,,,,,2020-10-13,,
F0499,ビラックス高薗,ビラックスタカソノ,,静岡県浜松市浜北区高薗381,4340023,221309,静岡県,,浜松市,浜北区,高薗381,,34.789380,137.817440,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)586-8886,,,,,,,,,,,,2020-10-14,,
F0498,焼鰻　中ノ庄,ヤキウナギナカノショウ,,静岡県浜松市中区鍛冶町1-2かじ町プラザ1階,4300933,221309,静岡県,,浜松市,中区,鍛冶町1-2,かじ町プラザ1階,34.702742,137.731494,7629,その他の専門料理店,,,,,(053)458-1278,,,http://nakanosho.com/sp/,,,,,,,,,2020-10-09,,
F0497,HANCHAR'S,ハンチャーズ,,静岡県浜松市中区鍛冶町318-15とんか亭ビルB1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町318-15,とんか亭ビルB1F,34.706302,137.729976,7629,その他の専門料理店,,,,,(053)456-8805,,,https://hanchars.owst.jp/,,,,,,,,,2020-10-09,,
F0283,果汁工房果琳 イオンモール浜松志都呂店,カジュウコウボウカリンイオンモールハママツシトロテン,,静岡県浜松市西区志都呂2-37-1イオンモール浜松志都呂1階,4328069,221309,静岡県,,浜松市,西区,志都呂2-37-1,イオンモール浜松志都呂1階,34.697180,137.649390,7671,喫茶店,,,,,(053)401-1707,,,,,,,,,,,,2020-10-09,,
F0529,Remplir ランプリール,ランプリール,,静岡県浜松市西区入野町740-1,4328061,221309,静岡県,,浜松市,西区,入野町740-1,,34.699429,137.698490,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)415-0727,,,https://rempliririno.wixsite.com/remplir,,,,,,,,,2020-10-22,,
F0528,ティルナノーグ,ティルナノーグ,,静岡県浜松市中区田町329-8マルマンビルB1,4300944,221309,静岡県,,浜松市,中区,田町329-8,マルマンビルB1,34.707130,137.732173,7651,酒場，ビヤホール,,,,,(053)450-6006,,,,,,,,,,,,2020-10-22,,
F0527,氷箱里,ビンシャンリィ,,静岡県浜松市中区板屋町628Y3ビル5階,4300928,221309,静岡県,,浜松市,中区,板屋町628,Y3ビル5階,34.707301,137.734789,7623,中華料理店,,,,,(053)451-3031,,,http://www.bing-xiang-li.com/,,,,,,,,,2020-10-21,,
F0515,cafe gaku,カフェガク,,静岡県浜松市北区細江町気賀342-3,4311305,221309,静岡県,,浜松市,北区,細江町気賀342-3,,34.806538,137.652161,7671,喫茶店,,,,,(053)522-0012,,,,,,,,,,,,2020-10-19,,
F0541,炭火焼き鳥diningらん,スミビヤキトリダイニングラン,,静岡県浜松市中区肴町313-11田島ビル,4300932,221309,静岡県,,浜松市,中区,肴町313-11,田島ビル,34.706578,137.728710,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-2211,,,,,,,,,,,,2020-10-29,,
F0538,CLOUD9,クラウドナイン,,静岡県浜松市中区板屋町102-16Keiビル2F,4300928,221309,静岡県,,浜松市,中区,板屋町102-16,Keiビル2F,34.707219,137.733167,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-4444,,,https://cloud9.jpn.com/,,,,,,,,,2020-10-28,,
F0537,willcoffee&bar,ウィルコーヒーアンドバー,,静岡県浜松市中区田町329-17オオクボビル1.2階,4300944,221309,静岡県,,浜松市,中区,田町329-17,オオクボビル1.2階,34.707059,137.731387,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)456-0717,,,,,,,,,,,,2020-10-26,,
F0536,鮨ぜん,スシゼン,,静岡県浜松市北区細江町中川5903-6,4311304,221309,静岡県,,浜松市,北区,細江町中川5903-6,,34.800588,137.664493,7641,すし店,,,,,(053)482-9132,,,,,,,,,,,,2020-10-26,,
F0535,温（HARU）,ハル,,静岡県浜松市中区肴町19-42,4300932,221309,静岡県,,浜松市,中区,肴町19-42,,34.706609,137.729550,7651,酒場，ビヤホール,,,,,(053)457-5757,,,,,,,,,,,,2020-10-23,,
F0534,フレッシュネスバーガー浜松アクトシティ店,フレッシュネスバーガーハママツアクトシティテン,,静岡県浜松市中区板屋町111-2アクトタワー2階,4307702,221309,静岡県,,浜松市,中区,板屋町111-2,アクトタワー 2階,34.705231,137.735788,7691,ハンバーガー店,,,,,(053)451-3441,,,,,,,,,,,,2020-10-27,,
F0532,有限会社 神谷ふぐ料理店,カミヤフグリョウリテン,,静岡県浜松市中区田町329-8,4300944,221309,静岡県,,浜松市,中区,田町329-8,,34.707130,137.732173,7621,日本料理店,,,,,(053)453-6606,,,https://fugu-kamiya.hama-matsu.com/,,,,,,,,,2020-10-23,,
F0530,寧々家浜松モール街店,ネネヤハママツモールガイテン,,静岡県浜松市中区鍛冶町503-4松菱通りB-2ビル1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町503-4,松菱通りB-2ビル1F,34.705028,137.731014,7651,酒場，ビヤホール,,,,,(053)452-2131,,,https://www.atom-corp.co.jp,,,,,,,,,2020-10-26,,
F0519,Tournez La Page,トゥルネラパージュ,,静岡県浜松市中区板屋町628Y3ビル1階,4300928,221309,静岡県,,浜松市,中区,板屋町628,Y3ビル1階,34.707301,137.734789,7671,喫茶店,,,,,(053)455-7100,,,http://tournezlapage.jp/,,,,,,,,,2020-10-23,,
F0543,トラットリアオット,トラットリアオット,,静岡県浜松市中区板屋町628Y3ビル4階,4300928,221309,静岡県,,浜松市,中区,板屋町628,Y3ビル4階,34.707301,137.734789,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)458-8288,,,,,,,,,,,,2020-11-04,,
F0550,森のチーズケーキやさん,モリノチーズケーキヤサン,,静岡県浜松市西区和地町2949,4311115,221309,静岡県,,浜松市,西区,和地町2949,,34.765327,137.657330,7699,他に分類されない飲食店,,,,,(053)486-1723,,,https://www.nukumori.jp/,,,,,,,,,2020-11-11,,
F0544,居酒屋　貴布祢　あづまや,イザカヤキブネアヅマヤ,,静岡県浜松市浜北区貴布祢3000番地なゆた浜北ビル205,4340038,221309,静岡県,,浜松市,浜北区,貴布祢3000番地,なゆた浜北ビル205,34.791625,137.783253,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)587-2510,,,,,,,,,,,,2020-11-06,,
F0561,シリウス,シリウス,,静岡県浜松市中区利町305-16,4300937,221309,静岡県,,浜松市,中区,利町305-16,,34.706029,137.726584,7671,喫茶店,,,,,(053)455-4009,,,,,,,,,,,,2020-11-26,,
F0557,タリーズコーヒーイオンモール浜松志都呂店,タリーズコーヒーイオンモールハママツシトロテン,,静岡県浜松市西区志都呂2-37-1,4328069,221309,静岡県,,浜松市,西区,志都呂2-37-1,,34.697180,137.649390,7671,喫茶店,,,,,(053)415-2070,,,,,,,,,,,,2020-11-26,,
F0556,B.B.B.,ビービービー,,静岡県浜松市中区下池川町30-5,4300905,221309,静岡県,,浜松市,中区,下池川町30-5,,34.717338,137.726884,7611,食堂，レストラン（専門料理店を除く）,,,,,(080)5104-1701,,,,,,,,,,,,2020-11-25,,
F0554,アソビストロシェルター,アソビストロシェルター,,静岡県浜松市中区新津町40-1サンポートビル1F,4300911,221309,静岡県,,浜松市,中区,新津町40-1,サンポートビル1F,34.723427,137.738646,7651,酒場，ビヤホール,,,,,(053)424-8655,,,,,,,,,,,,2020-11-26,,
F0553,居酒屋シーナ,イザカヤシーナ,,静岡県浜松市中区千歳町22杉本ビル1階西,4300934,221309,静岡県,,浜松市,中区,千歳町22,杉本ビル1階西,34.703923,137.729683,7651,酒場，ビヤホール,,,,,,,,,,,,,,,,,2020-11-20,,
F0552,Petit ami cafe,プティアミカフェ,,静岡県浜松市中区鍛冶町1-60アルペンマンション1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町1-60,アルペンマンション1F,34.702885,137.731988,7629,その他の専門料理店,,,,,(053)452-3330,,,https://petitamicafe.com/,,,,,,,,,2020-11-24,,
F0551,美好寿司,ミヨシズシ,,静岡県浜松市中区元浜町78-3,4300942,221309,静岡県,,浜松市,中区,元浜町78-3,,34.714108,137.731770,7641,すし店,,,,,(053)471-2384,,,,,,,,,,,,2020-11-24,,
F0549,お家カフェきっさこ,オウチカフェキッサコ,,静岡県浜松市中区和地山2-21-16,4328003,221309,静岡県,,浜松市,中区,和地山2-21-16,,34.728771,137.718153,7611,食堂，レストラン（専門料理店を除く）,,,,,(070)5035-0059,,,,,,,,,,,,2020-11-20,,
F0548,ひょうたん　浜松店,ヒョウタンハママツテン,,静岡県浜松市東区上新屋町17-1,4350053,221309,静岡県,,浜松市,東区,上新屋町17-1,,34.731325,137.765182,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)589-5223,,,,,,,,,,,,2020-11-24,,
F0547,はままつフルーツパーク時の栖　フルーツ工房（ピザ工房）,ハママツフルーツパークトキノスミカ　フルーツコウボウ,,静岡県浜松市北区都田4263-1,4312102,221309,静岡県,,浜松市,北区,都田4263-1,,34.839847,137.732386,7629,その他の専門料理店,,,,,(053)428-5211,,,http://www.tokinosumika.com/hamamatsufp/,,,,,,,,,2020-11-24,,
F0546,はままつフルーツパーク時の栖　ワイナリービアレストランペルレ,ハママツフルーツパークトキノスミカ　ワイナリービアレストランペルレ,,静岡県浜松市北区都田4263-1,4312102,221309,静岡県,,浜松市,北区,都田4263-1,,34.839847,137.732386,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)428-5211,,,http://www.tokinosumika.com/hamamatsufp/,,,,,,,,,2020-11-24,,
F0545,はままつフルーツパーク時の栖　BBQガーデン,ハママツフルーツパークトキノスミカ　バーベキューガーデン,,静岡県浜松市北区都田4263-1,4312102,221309,静岡県,,浜松市,北区,都田4263-1,,34.839847,137.732386,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)428-5211,,,http://www.tokinosumika.com/hamamatsufp/,,,,,,,,,2020-11-24,,
F0568,タリーズコーヒー サンストリート浜北店,タリーズコーヒーサンストリートハマキタテン,,静岡県浜松市浜北区平口2861サンストリート浜北,4340041,221309,静岡県,,浜松市,浜北区,平口2861,サンストリート浜北,34.794831,137.760828,7671,喫茶店,,,,,(053)584-3022,,,https://www.sunstreet-hamakita.com/shop/detail/33,,,,,,,,,2020-12-02,,
F0567,Cafe & Dining Re:voice,カフェアンドダイニングリヴォイス,,静岡県浜松市中区富塚町5025,4328002,221309,静岡県,,浜松市,中区,富塚町5025,,34.713419,137.695855,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)401-1973,,,https://revoice-official.com/,,,,,,,,,2020-11-30,,
F0564,夜食屋ラーメン民民千歳店,ヤショクヤラーメンミンミンチトセテン,,静岡県浜松市中区千歳町33-3パーフェクトセントラルビル1F,4300934,221309,静岡県,,浜松市,中区,千歳町33-3,パーフェクトセントラルビル1F,34.704342,137.729756,7624,ラーメン店,,,,,(053)452-7007,,,http://www.minmin.in/,,,,,,,,,2020-11-30,,
F0562,本場韓国田舎料理　明,ホンバカンコクイナカリョウリアキ,,静岡県浜松市中区葵西3-1-20,4338111,221309,静岡県,,浜松市,中区,葵西3-1-20,,34.769982,137.709520,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)439-6816,,,,,,,,,,,,2020-11-30,,
F0560,縁だこ　浜松店,エンダコ,,静岡県浜松市中区肴町317-13近藤ビル,4300932,221309,静岡県,,浜松市,中区,肴町317-13,近藤ビル,34.706548,137.729153,7692,お好み焼き・焼きそば・たこ焼き店,,,,,(053)488-6888,,,,,,,,,,,,2020-11-30,,
F0559,華々-KAKA-,カカ,,静岡県浜松市中区鍛冶町15-13,4300933,221309,静岡県,,浜松市,中区,鍛冶町15-13,,34.704854,137.729186,7651,酒場，ビヤホール,,,,,(053)458-7877,,,,,,,,,,,,2020-11-30,,
F0555,城下　田はら,ジョウカタハラ,,静岡県浜松市中区尾張町116-2,4300949,221309,静岡県,,浜松市,中区,尾張町116-2,,34.711087,137.728722,7621,日本料理店,,,,,(053)452-3453,,,,,,,,,,,,2020-11-30,,
F0572,マシェリ,マシェリ,,静岡県浜松市中区富塚町1520-3,4328002,221309,静岡県,,浜松市,中区,富塚町1520-3,,34.732037,137.712013,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)474-6246,,,,,,,,,,,,2020-12-09,,
F0570,肴処　栄や,サカナトコロサカエヤ,,静岡県浜松市中区田町323-1　2F,4300944,221309,静岡県,,浜松市,中区,田町323-1,2F,34.707480,137.730011,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-3323,,,,,,,,,,,,2020-12-08,,
F0569,Diningbar ChillWood,ダイニングバーチルウッド,,静岡県浜松市中区肴町316-32　2F,4300932,221309,静岡県,,浜松市,中区,肴町316-32,2F,34.707140,137.729745,7661,バー，キャバレー，ナイトクラブ,,,,,(053)523-7377,,,https://www.hotpepper.jp/strJ001153076/,,,,,,,,,2020-12-08,,
F0566,NORTH,ノース,,静岡県浜松市中区鍛冶町320-9,4300933,221309,静岡県,,浜松市,中区,鍛冶町320-9,,34.706219,137.730713,7671,喫茶店,,,,,(080)3621-3773,,,,,,,,,,,,2020-12-10,,
F0565,膳 こころ粋,ゼンココロイキ,,静岡県浜松市北区初生町1183-12,4338112,221309,静岡県,,浜松市,北区,初生町1183-12,,34.770581,137.722600,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)437-8150,,,https://kokoroiki.jp/,,,,,,,,,2020-12-04,,
F0574,JAZZ SPOT analog.,ジャズスポットアナログ,,静岡県浜松市中区田町325-1渥美薬局ビル2F,4300944,221309,静岡県,,浜松市,中区,田町325-1,渥美薬局ビル2F,34.707798,137.729946,7651,酒場，ビヤホール,,,,,(053)457-0905,,,http://www.wr-salt.com/analog/,,,,,,,,,2020-12-16,,
F0573,赤から浜松初生店,アカカラハママツハツオイテン,,静岡県浜松市北区初生町1362-1,4338112,221309,静岡県,,浜松市,北区,初生町1362-1,,34.768595,137.713438,7629,その他の専門料理店,,,,,(053)420-3500,,,http://www.akakara.jp/,,,,,,,,,2020-12-14,,
F0571,鮨処みうら,スシドコロミウラ,,静岡県浜松市浜北区於呂4379,4340015,221309,静岡県,,浜松市,浜北区,於呂4379,,34.824187,137.793257,7641,すし店,,,,,(053)588-3410,,,,,,,,,,,,2020-12-14,,
F0579,田舎家,イナカヤ,,静岡県浜松市中区田町315-31イケヤビル1F,4300944,221309,静岡県,,浜松市,中区,田町315-31,イケヤビル1F,34.707790,137.729583,7651,酒場，ビヤホール,,,,,(053)452-5822,,,,,,,,,,,,2020-12-24,,
F0578,大梁（おおばり）,オオバリ,,静岡県浜松市中区中沢町73-2,4300904,221309,静岡県,,浜松市,中区,中沢町73-2,,34.722630,137.732785,7651,酒場，ビヤホール,,,,,(053)471-2798,,,,,,,,,,,,2020-12-24,,
F0581,あまえん坊,アマエンボウ,,静岡県浜松市中区小豆餅1-5-22,4338113,221309,静岡県,,浜松市,中区,小豆餅5-22,,34.753434,137.728010,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)476-5850,,,,,,,,,,,,2021-01-05,,
F0580,スナック万咲スリー,スナックマンサクスリー,,静岡県浜松市北区三方原町2279-5,4338105,221309,静岡県,,浜松市,北区,三方原町2279-5,,34.784693,137.697014,7699,他に分類されない飲食店,,,,,(053)488-9998,,,,,,,,,,,,2021-01-04,,
F0584,割烹　竹本,カッポウタケモト,,静岡県浜松市中区伝馬町60-3,4300935,221309,静岡県,,浜松市,中区,伝馬町60-3,,34.703989,137.729111,7621,日本料理店,,,,,(053)453-1110,,,,,,,,,,,,2021-01-13,,
F0587,牛角　初生店,ギュウカクハツオイテン,,静岡県浜松市北区初生町1152-23,4338112,221309,静岡県,,浜松市,北区,初生町1152-23,,34.773522,137.728671,7625,焼き肉店,,,,,(053)414-8929,,,http://www.gds.co.jp/,,,,,,,,,2021-01-19,,
F0586,バー・ヨコハマ,バーヨコハマ,,静岡県浜松市中区千歳町59-3ベラミビル4F,4300934,221309,静岡県,,浜松市,中区,千歳町59-3,ベラミビル4F,34.704065,137.730267,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)454-4600,,,,,,,,,,,,2021-01-19,,
F0582,SaDomuMia,サドムミーア,,静岡県浜松市北区細江町気賀1657-1,4311305,221309,静岡県,,浜松市,北区,細江町気賀1657-1,,34.799878,137.650034,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)543-4555,,,,,,,,,,,,2021-01-18,,
F0596,鳥徳,トリトク,,静岡県浜松市中区千歳町56,4300934,221309,静岡県,,浜松市,中区,千歳町56,,34.703978,137.730070,7621,日本料理店,,,,,(053)453-2203,,,http://toritoku.html.xdomain.jp/top.html,,,,,,,,,2021-01-27,,
F0593,SANFELICE ORGANIC KITCHEN & CAFE,サンフェリーチェオーガニックキッチンアンドカフェ,,静岡県浜松市中区中央3-7-13　1F,4300929,221309,静岡県,,浜松市,中区,中央3-7-13,1F,34.705591,137.739024,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)543-4510,,,http://www.sanfelice.jp/,,,,,,,,,2021-01-27,,
F0592,牛角市野店,ギュウカクイチノテン,,静岡県浜松市東区天王町1981-29,4350052,221309,静岡県,,浜松市,東区,天王町1981-29,,34.737744,137.764141,7625,焼き肉店,,,,,(053)411-4129,,,https://www.gyukaku.ne.jp/sp/search/shop/7413/,,,,,,,,,2021-01-25,,
F0591,牛角PLE葉WALK浜北店,ギュウカクプレハウォークハマキタテン,,静岡県浜松市浜北区貴布祢1200PLE葉WALK浜北,4340038,221309,静岡県,,浜松市,浜北区,貴布祢1200,PLE葉WALK浜北,34.797672,137.779498,7625,焼き肉店,,,,,(053)584-1129,,,https://www.gyukaku.ne.jp/sp/search/shop.php/5190/,,,,,,,,,2021-01-25,,
F0590,Jazz Bar 不二丘,ジャズバーフジオカ,,静岡県浜松市中区肴町318-7,4300932,221309,静岡県,,浜松市,中区,肴町318-7,,34.706507,137.729650,7661,バー，キャバレー，ナイトクラブ,,,,,(053)452-1397,,,,,,,,,,,,2021-01-25,,
F0589,vivo,ヴィーヴォ,,静岡県浜松市中区肴町316-37桑原ビル3階,4300932,221309,静岡県,,浜松市,中区,肴町316-37,桑原ビル3階,34.707102,137.729743,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-0023,,,,,,,,,,,,2021-01-25,,
